iter	Logloss
328	0.5281389574
329	0.5281053481
330	0.5280695173
331	0.5280124168
332	0.5279670684
333	0.5279079171
334	0.5278705256
335	0.5278404233
336	0.5277800983
337	0.5277161168
338	0.5276497755
339	0.5276307852
340	0.5275613507
341	0.5275228715
342	0.52744679
343	0.5273857139
344	0.5273113506
345	0.5272580488
346	0.5272206318
347	0.5271435052
348	0.5271124243
349	0.527062508
350	0.5270199025
351	0.5269671726
352	0.5269231484
353	0.5268689358
354	0.5268078133
355	0.5267619451
356	0.5267283504
357	0.5266660033
358	0.5266077174
359	0.5265815815
360	0.5265418247
361	0.5265092828
362	0.5264653413
363	0.5264531579
364	0.5264225821
365	0.526353396
366	0.5263044619
367	0.5262368861
368	0.5261939753
369	0.5261446332
370	0.5261099057
371	0.5260645949
372	0.5259684305
373	0.525919249
374	0.5258784388
375	0.525828525
376	0.5258008061
377	0.525759568
378	0.5256904881
379	0.5256503603
380	0.5256268807
381	0.5255806809
382	0.5255055775
383	0.5254646995
384	0.5254351728
385	0.5254174198
386	0.5253608078
387	0.5253248893
388	0.525244744
389	0.5252081613
390	0.5251853104
391	0.5251416719
392	0.5250782311
393	0.5250463464
394	0.5250202435
395	0.5249784318
396	0.5249395105
397	0.5249189057
398	0.5248725926
399	0.5248160939
400	0.524776125
401	0.5247118628
402	0.5246600042
403	0.5246494916
404	0.5245969649
405	0.5245379174
406	0.5244902276
407	0.5244380458
408	0.5244052189
409	0.5243605726
410	0.524340151
411	0.5243069975
412	0.5242621893
413	0.5242033932
414	0.5241545797
415	0.5240957612
416	0.5240422555
417	0.5239707386
418	0.5239304703
419	0.5238951118
420	0.5238051297
421	0.5237720522
422	0.5237532885
423	0.5237096473
424	0.5236891095
425	0.5236329286
426	0.523594411
427	0.5235412459
428	0.5235255453
429	0.5234870946
430	0.5234495765
431	0.5233850101
432	0.5233367138
433	0.5232946349
434	0.5232586101
435	0.523199814
436	0.5231635121
437	0.5231075534
438	0.5230528008
439	0.5230005852
440	0.5229492237
441	0.5228754706
442	0.5228439521
443	0.5227937864
444	0.5227612203
445	0.5227130095
446	0.5226696742
447	0.5226419774
448	0.5225743532
449	0.5225344635
450	0.5225008597
451	0.5224563467
452	0.5223922162
453	0.5223471145
454	0.5223186892
455	0.5222826386
456	0.5222645314
457	0.5222369714
458	0.5221952294
459	0.5221621454
460	0.5221236543
461	0.5220603545
462	0.521993997
463	0.5219766522
464	0.521928086
465	0.5218753034
466	0.5218243606
467	0.5217854742
468	0.5217336669
469	0.5216684659
470	0.5216321007
471	0.5215788316
472	0.521532238
473	0.5214607464
474	0.5213853155
475	0.521348133
476	0.5212820684
477	0.5212392259
478	0.521189524
479	0.5211567602
480	0.5211018788
481	0.5210728078
482	0.5210338943
483	0.5209954943
484	0.5209532449
485	0.5208833538
486	0.5208285803
487	0.5207859066
488	0.5207316597
489	0.5206980208
490	0.5206538063
491	0.5206109201
492	0.5205734796
493	0.5205253674
494	0.5204769715
495	0.5204168446
496	0.5203413621
497	0.5202767464
498	0.5202433224
499	0.5201880748
500	0.5201554789
501	0.5201308634
502	0.5201061765
503	0.520033471
504	0.5199466301
505	0.5199176565
506	0.5199014463
507	0.5198703636
508	0.5198160771
509	0.5197675477
510	0.5197348175
511	0.5196606615
512	0.5195871131
513	0.5195302591
514	0.5195078714
515	0.519448152
516	0.5194024243
517	0.5193520832
518	0.5193188181
519	0.5192670462
520	0.5192190642
521	0.5191633219
522	0.5191089367
523	0.5190538723
524	0.5190277579
525	0.5189930807
526	0.5189619594
527	0.5189246355
528	0.518863455
529	0.5187953781
530	0.5187693608
531	0.5187057252
532	0.5186646568
533	0.5186290982
534	0.5186019752
535	0.5185811258
536	0.5185421076
537	0.5184696393
538	0.5184256971
539	0.518399106
540	0.5183616724
541	0.5183261965
542	0.5182663965
543	0.5182648519
544	0.5182514563
545	0.5182208141
546	0.5181932507
547	0.5181368429
548	0.5180894563
549	0.5180470633
550	0.5179913637
551	0.5179503026
552	0.5179112371
553	0.5178608307
554	0.5178280983
555	0.5178019626
556	0.5177722522
557	0.5177286893
558	0.5177112393
559	0.5176856845
560	0.5176769209
561	0.5176190404
562	0.5175762577
563	0.5175559847
564	0.5175067347
565	0.5174594384
566	0.5174368814
567	0.5173806578
568	0.5173414969
569	0.5173150058
570	0.517292514
571	0.5172623182
572	0.5172328885
573	0.5171943421
574	0.5171408321
575	0.5171119798
576	0.5170922301
577	0.5170394349
578	0.5170205229
579	0.5169905552
580	0.5169702873
581	0.5169451516
582	0.5168938339
583	0.5168901577
584	0.5168469806
585	0.5168255009
586	0.5167810197
587	0.5167291585
588	0.5167088874
589	0.5166585034
590	0.5166333413
591	0.5165882224
592	0.5165204807
593	0.5164921663
594	0.5164402088
595	0.516397576
596	0.516358659
597	0.5163302939
598	0.5162948775
599	0.5162744227
600	0.5162457735
601	0.5162057671
602	0.516184891
603	0.5161246428
604	0.5160952004
605	0.516067949
606	0.5160281175
607	0.5159953286
608	0.5159294366
609	0.5159193711
610	0.5158573912
611	0.5158305086
612	0.5157926136
613	0.5157614132
614	0.5157340385
615	0.5157188694
616	0.5156667097
617	0.5156508982
618	0.5156305964
619	0.5156100359
620	0.5155918161
621	0.5155720641
622	0.515549099
623	0.5154881697
624	0.5154449023
625	0.5154250698
626	0.5153710608
627	0.5153511082
628	0.5153332559
629	0.5152837432
630	0.515252666
631	0.5152154079
632	0.5151568749
633	0.5151221789
634	0.5150985492
635	0.5150400526
636	0.5149920019
637	0.5149741105
638	0.514947928
639	0.5149042324
640	0.5148741824
641	0.5148290796
642	0.514799111
643	0.5147450031
644	0.5147007568
645	0.5146747919
646	0.5146400895
647	0.5145990642
648	0.5145375366
649	0.5145014248
650	0.514482712
651	0.5144374023
652	0.5144070496
653	0.5143696459
654	0.5143045445
655	0.5142654268
656	0.5142428032
657	0.5142208645
658	0.5141823123
659	0.5141484728
660	0.5140912496
661	0.5140512529
662	0.5140279642
663	0.5140104833
664	0.513949882
665	0.5139104595
666	0.5138708933
667	0.5138441517
668	0.5138228622
669	0.5137820512
670	0.5137167872
671	0.5137003269
672	0.5136462847
673	0.5136316532
674	0.5136074095
675	0.5135887991
676	0.5135543669
677	0.51351823
678	0.5134615523
679	0.5134420592
680	0.5134020517
681	0.5133755265
682	0.5133472297
683	0.5133127484
684	0.5132637958
685	0.5132532864
686	0.5132240814
687	0.5131837012
688	0.5131525333
689	0.5131297598
690	0.5130960846
691	0.5130548199
692	0.5130169188
693	0.5129836637
694	0.5129434978
695	0.5129195084
696	0.512865593
697	0.5128312596
698	0.5128066205
699	0.5127682299
700	0.5127134752
701	0.5127019889
702	0.5126536985
703	0.5125773788
704	0.5125515154
705	0.5125166952
706	0.5124829072
707	0.5124378117
708	0.5123821221
709	0.5123443304
710	0.5123064427
711	0.512268348
712	0.5122221922
713	0.5121990856
714	0.5121360694
715	0.5120997624
716	0.5120708959
717	0.5120612158
718	0.5120496147
719	0.5120243323
720	0.5119825451
721	0.5119557536
722	0.5119176139
723	0.51186665
724	0.5118230283
725	0.5117953332
726	0.5117454121
727	0.5116985711
728	0.5116496757
729	0.5116223266
730	0.5115786772
731	0.5115393247
732	0.5114525272
733	0.5114519416
734	0.5113869783
735	0.5113431251
736	0.5112858735
737	0.5112352993
738	0.5112198109
739	0.5111889917
740	0.5111447443
741	0.5111032111
742	0.511069449
743	0.511008364
744	0.5109711378
745	0.5109605686
746	0.5109099799
747	0.5108749859
748	0.5108295483
749	0.5107920167
750	0.5107720412
751	0.5107344026
752	0.5107127421
753	0.5106753162
754	0.5106407086
755	0.5105811533
756	0.5105488578
757	0.5104997143
758	0.5104548346
759	0.5104213927
760	0.510392653
761	0.5103450957
762	0.5102818828
763	0.5102068285
764	0.510170803
765	0.5101281439
766	0.5100920929
767	0.5100508527
768	0.5100017219
769	0.5099716652
770	0.5099443571
771	0.5098896629
772	0.5098632093
773	0.5098262278
774	0.5097764597
775	0.5097239046
776	0.5096939937
777	0.5096384686
778	0.5095922252
779	0.5095526172
780	0.5095110822
781	0.5094958256
782	0.5094709533
783	0.509412868
784	0.5093792403
785	0.5093515778
786	0.509328342
787	0.5092864643
788	0.5092378798
789	0.5091983046
790	0.5091714891
791	0.5091108253
792	0.5090813419
793	0.5090257139
794	0.5090080494
795	0.5089747001
796	0.5089267845
797	0.5089040323
798	0.5088776068
799	0.5088403327
800	0.5088073327
801	0.5087632644
802	0.5087296842
803	0.508702476
804	0.5086910065
805	0.5086361762
806	0.5086198308
807	0.5085990815
808	0.508579289
809	0.5085331036
810	0.5084797501
811	0.5084605775
812	0.5084426854
813	0.5084250644
814	0.5083902397
815	0.5083509277
816	0.5082867404
817	0.5082503073
818	0.5082179638
819	0.508198188
820	0.508153228
821	0.5081328049
822	0.5081180826
823	0.5080774034
824	0.50803196
825	0.5079795708
826	0.5079414199
827	0.5079203406
828	0.5078790436
829	0.5078493271
830	0.5078152011
831	0.5077549426
832	0.5077235323
833	0.5076829099
834	0.5076608531
835	0.5076308882
836	0.507613374
837	0.5075873509
838	0.507515585
839	0.5075008888
840	0.5074883085
841	0.5074732386
842	0.5074340738
843	0.5074161925
844	0.5073605987
845	0.5073118786
846	0.5072743871
847	0.5072316612
848	0.507193151
849	0.5071519176
850	0.5071200984
851	0.5070800529
852	0.5070543127
853	0.5069931051
854	0.5069446407
855	0.5069059807
856	0.5068645818
857	0.5068247593
858	0.5067606815
859	0.506744068
860	0.506701006
861	0.5066728785
862	0.5066540703
863	0.5066325094
864	0.5065902886
865	0.5065479757
866	0.5065119595
867	0.5064683193
868	0.5064440179
869	0.5064155186
870	0.5063761759
871	0.5063333937
872	0.5062814097
873	0.5062432851
874	0.5062070746
875	0.5061758196
876	0.5061570899
877	0.5061245378
878	0.5061044909
879	0.5060547275
880	0.5060195681
881	0.5060015794
882	0.5059648871
883	0.5059381483
884	0.5059078162
885	0.5058836355
886	0.5058549704
887	0.5058199644
888	0.5057966254
889	0.5057718488
890	0.5057524443
891	0.5057155767
892	0.5056752352
893	0.505630097
894	0.5056010669
895	0.5055723847
896	0.5055432522
897	0.5055112102
898	0.5054940105
899	0.5054655754
900	0.505431721
901	0.5053684914
902	0.5053489618
903	0.5053449294
904	0.5053307366
905	0.5052962288
906	0.5052650716
907	0.505229762
908	0.5051977137
909	0.5051406123
910	0.5051108836
911	0.5050737999
912	0.5050390425
913	0.5050206979
914	0.5049884357
915	0.5049291838
916	0.5049140964
917	0.5048863388
918	0.5048664342
919	0.5048281906
920	0.5047959439
921	0.5047572358
922	0.5047327855
923	0.5047167194
924	0.5046749067
925	0.5046618318
926	0.5046023513
927	0.5045656033
928	0.504527133
929	0.5044843871
930	0.5044613647
931	0.504423537
932	0.5044121046
933	0.5044105316
934	0.5043703874
935	0.5043293929
936	0.5042945439
937	0.5042627074
938	0.5042225718
939	0.5041928536
940	0.5041402193
941	0.504100587
942	0.5040419331
943	0.5040299068
944	0.5039754826
945	0.5039673245
946	0.5039274362
947	0.5039018247
948	0.5038675548
949	0.5038432952
950	0.5038232626
951	0.5037835167
952	0.5037682485
953	0.5037311372
954	0.5036784459
955	0.5036449981
956	0.503624007
957	0.5036104362
958	0.5035857467
959	0.5035527761
960	0.5035256838
961	0.5034883272
962	0.5034635924
963	0.5034116137
964	0.5033729531
965	0.5033489989
966	0.5032902023
967	0.5032516448
968	0.5032227443
969	0.5032018631
970	0.5031443787
971	0.5031121112
972	0.5030782525
973	0.5030391514
974	0.5029975423
975	0.5029778307
976	0.5029526293
977	0.5029192872
978	0.5028924291
979	0.5028661941
980	0.50282651
981	0.5027971517
982	0.5027614782
983	0.5027299219
984	0.5027130138
985	0.5026630972
986	0.5026044428
987	0.5025568456
988	0.502518911
989	0.5024855228
990	0.502457636
991	0.5024124256
992	0.5023360826
993	0.5023127166
994	0.502302113
995	0.5022665568
996	0.5022154015
997	0.5021941346
998	0.5021480169
999	0.5021173909
